loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,default_ind
12000,12000,11750,36,9.91,386.7,B1,3,MORTGAGE,65000,0,n,debt_consolidation,19.61,0,0,,8,0,16580,81.3,19,0,0,13919.29093,13629.3,12000,1919.29,0,0,0,395.86,0,1,0,0
4000,4000,4000,36,6.62,122.82,A2,11,MORTGAGE,47580,0,n,debt_consolidation,1.13,0,1,,6,0,1000,2.6,15,0,0,4420.513239,4420.51,4000,420.51,0,0,0,128.56,0,1,0,0
24000,24000,23775,60,12.69,542.28,B5,11,MORTGAGE,66000,1,n,debt_consolidation,6.2,0,1,,7,0,16952,81.9,18,0,0,10301.57,10204.95,6006.42,4295.15,0,0,0,53,0,1,0,1
14400,14400,14150,36,12.69,483.05,B5,6,RENT,135000,0,n,debt_consolidation,12.74,0,0,45,13,0,8762,88.9,25,0,0,17383.64646,17081.78,14400,2983.65,0,0,0,504.98,0,1,0,0
6550,6550,6550,36,7.9,204.96,A4,3,RENT,29500,1,n,small_business,7.65,0,0,,3,0,1043,8.3,4,0,0,7377.489535,7377.49,6550,827.49,0,0,0,209.02,0,1,0,0
7000,7000,7000,36,11.71,231.54,B3,11,MORTGAGE,60000,0,n,debt_consolidation,6.12,1,0,15,3,0,9925,43.2,8,0,0,8332.899621,8332.9,7000,1332.9,0,0,0,240.07,0,1,0,0
12000,12000,11750,60,9.91,254.44,B1,5,MORTGAGE,106320,0,n,debt_consolidation,16.53,0,0,,10,0,22775,63.5,23,0,0,12388.8,12130.7,12000,388.8,0,0,0,11627.94,0,1,0,0
7500,7500,7500,36,12.69,251.59,B5,3,RENT,40000,1,n,moving,1.44,1,0,12,6,0,1637,54.6,9,0,0,9011.846258,9011.85,7500,1511.85,0,0,0,186.99,0,1,0,0
6250,6250,6250,36,17.27,223.68,D3,4,MORTGAGE,28000,1,n,other,13.76,0,0,41,2,1,0,8.46,15,0,0,6688.64,6688.64,4764.18,1713.09,0,211.37,2.1137,223.68,0,1,0,1
3000,3000,3000,36,6.62,92.12,A2,3,RENT,47000,0,n,wedding,20.04,0,1,,7,0,3475,59.9,21,0,0,3297.470956,3297.47,3000,297.47,0,0,0,814.82,0,1,0,0
2500,2500,2500,36,11.71,82.69,B3,0,RENT,24000,0,n,debt_consolidation,2.8,0,2,,5,0,2018,42,8,0,0,2976.088852,2976.09,2500,476.09,0,0,0,85.72,0,1,0,0
3000,3000,3000,36,10.65,97.72,B2,9,RENT,71000,0,n,debt_consolidation,13.62,0,0,78,6,0,12282,77.2,11,0,0,3026.9,3026.9,3000,26.9,0,0,0,3027.36,0,1,0,0
6200,6200,5950,60,12.42,139.24,B4,3,RENT,38400,1,n,debt_consolidation,4.94,0,0,,5,0,4858,75.9,11,1445.79,1387.64,6813.85,6538.86,4754.21,2059.64,0,0,0,139.24,0,1,0,0
4800,4800,4800,36,8.9,152.42,A5,8,MORTGAGE,70000,0,n,home_improvement,10.03,0,1,,6,0,19437,78.1,12,0,0,3628.98,3628.98,2776.61,572.01,0,280.36,2.803599999,152.42,0,1,0,1
26000,26000,25822.63152,60,21.28,707.49,F2,0,RENT,52000,1,n,debt_consolidation,18.76,0,0,,18,0,12663,98.9,28,0,0,4951.38,4911.26,1819.11,3132.27,0,0,0,707.49,0,1,0,1
3700,3700,3700,36,6.03,112.62,A1,2,RENT,75000,1,n,debt_consolidation,5.89,0,0,,8,0,3592,13.7,16,0,0,3896.35,3896.35,3700,196.35,0,0,0,198.9,0,1,0,0
15000,15000,15000,36,18.64,547.12,E1,11,RENT,47000,1,n,debt_consolidation,13.76,0,2,34,9,0,11147,92.9,31,0,0,19610.77868,19610.78,15000,4610.78,0,0,0,2659.78,0,1,0,0
12000,12000,12000,36,10.65,390.88,B2,11,MORTGAGE,120000,0,n,small_business,11.43,0,0,58,4,0,17658,0,19,0,0,13918.2065,13918.21,12000,1918.21,0,0,0,3767.75,0,1,0,0
1200,1200,1200,36,7.9,37.55,A4,2,RENT,20400,1,n,small_business,22.71,1,0,10,12,0,3986,22.1,19,0,0,1349.143234,1349.14,1200,149.14,0,0,0,186.17,0,1,0,0
15000,15000,14900,60,16.77,370.94,D2,0,MORTGAGE,58000,1,n,debt_consolidation,22.08,0,0,,11,0,17700,89.4,18,0,0,10248.67,10180.3,2077.68,2370.4,0,5800.59,472.302,29.88,0,1,0,1
6000,6000,6000,60,14.65,141.64,C3,6,MORTGAGE,50000,1,n,debt_consolidation,20.02,0,1,,10,0,26117,54.1,19,1450.3,1450.3,6941.83,6941.83,4549.7,2392.13,0,0,0,144.19,0,1,0,0
3000,3000,3000,36,11.71,99.23,B3,5,RENT,46000,0,n,debt_consolidation,7.98,0,0,,2,1,2299,57.5,12,0,0,3164.93,3164.93,3000,164.93,0,0,0,2671.12,0,1,0,0
1600,1600,1600,36,18.25,58.05,D5,0,RENT,14400,1,n,debt_consolidation,22.92,0,0,,9,0,1775,98.6,15,0,0,2087.992824,2087.99,1600,487.99,0,0,0,61.64,0,1,0,0
6000,6000,6000,36,7.51,186.67,A3,9,MORTGAGE,59000,0,n,other,11,1,0,3,8,0,1355,7.5,30,0,0,6686.455195,6686.46,6000,686.46,0,0,0,1469.96,0,1,0,0
20000,20000,19900,60,21.28,544.23,F2,11,MORTGAGE,101657,1,n,debt_consolidation,11.24,1,2,6,18,0,9885,35.7,53,0,0,10198.37,10147.39,3455.5,5794.33,0,948.54,8.96,549.88,0,1,0,1
25000,25000,24772.42059,60,18.25,638.25,D5,5,MORTGAGE,73000,1,n,debt_consolidation,15.04,0,1,42,8,0,8170,38.4,22,0,0,28076.88,27817.66,14507.66,11600.92,0,1968.3,354.294,638.25,0,1,0,1
6450,6450,6450,60,18.64,166.05,E1,n/a,OWN,23000,1,n,debt_consolidation,23.17,0,0,,3,1,13482,96.3,6,1675.04,1675.04,8118.9,8118.9,4774.96,3343.94,0,0,0,166.05,0,1,0,0
3000,3000,3000,36,17.58,107.83,D4,11,MORTGAGE,130000,1,n,medical,12.58,0,0,24,9,0,54738,96.7,35,0,0,3796.48,3796.48,3000,796.48,0,0,0,1113.85,0,1,0,0
6600,6600,6600,36,8.9,209.58,A5,5,RENT,64000,0,n,debt_consolidation,20.57,0,3,,12,0,3536,48.4,37,0,0,7543.349052,7543.35,6600,943.35,0,0,0,215.61,0,1,0,0
14400,14400,14225,60,19.91,380.8,E4,11,MORTGAGE,160000,1,n,medical,21.53,0,3,63,18,0,91300,74.5,55,0,0,15111.8,14928.17,14400,711.8,0,0,0,14354.5,0,1,0,0
5200,5200,5200,36,15.96,182.72,C5,1,RENT,30000,1,n,debt_consolidation,11.72,0,1,,9,0,9226,73.8,10,0,0,6394.39,6394.39,5200,1194.39,0,0,0,2210.52,0,1,0,0
7000,7000,7000,36,14.27,240.17,C2,1,RENT,62000,1,n,medical,16.3,1,0,17,9,0,4825,68,16,0,0,8642.936951,8642.94,7000,1642.94,0,0,0,249.14,0,1,0,0
12000,12000,12000,36,6.03,365.23,A1,4,RENT,60000,1,n,debt_consolidation,7.96,0,0,,9,0,2026,8.2,25,0,0,13163.14254,13163.14,12000,1144.88,18.26,0,0,1096.61,0,1,0,0
20000,20000,19825,60,21.28,544.23,F2,5,MORTGAGE,54000,1,n,credit_card,17,0,0,49,9,0,11768,93.3,15,0,0,5938.71,5886.74,1831.49,3064.6,0,1042.62,9.81,544.23,0,1,0,1
12000,12000,12000,60,9.91,254.44,B1,2,RENT,40000,0,n,car,1.29,0,0,,4,0,2447,12.5,7,2665.26,2665.26,12466.48,12466.48,9334.75,3131.73,0,0,0,254.44,0,1,0,0
7200,7200,7200,36,6.03,219.14,A1,11,MORTGAGE,75000,0,n,vacation,21.92,0,3,,6,0,1077,7.2,39,0,0,7686.75,7686.75,7200,486.75,0,0,0,4182.41,0,1,0,0
25000,25000,24850,60,12.69,564.87,B5,4,RENT,41658,1,n,small_business,20.88,0,0,,7,0,1385,32.2,18,5860.18,5824.85,27666.81,27501.1,19139.82,8526.99,0,0,0,591.66,0,1,0,0
15000,15000,15000,36,13.49,508.96,C1,5,RENT,100000,1,n,debt_consolidation,15.55,0,1,,8,0,24403,94.6,17,0,0,18115.05741,18115.06,15000,3115.06,0,0,0,4412.83,0,1,0,0
14300,14300,14125,60,20.89,385.98,F1,1,RENT,75000,1,n,debt_consolidation,10.93,0,1,58,22,0,21977,40,58,0,0,6174.47,6098.8,2493.05,3681.42,0,0,0,25.92,0,1,0,1
10000,10000,10000,36,8.9,317.54,A5,3,RENT,30000,0,n,debt_consolidation,11.8,0,0,,5,0,9769,75.8,15,0,0,11429.78173,11429.78,10000,1429.78,0,0,0,324.52,0,1,0,0
6000,6000,6000,36,9.91,193.35,B1,3,RENT,52800,1,n,credit_card,11.61,0,1,,9,0,12362,69.1,19,0,0,6935.201514,6935.2,6000,935.2,0,0,0,1145.77,0,1,0,0
20000,20000,19775,60,20.3,533.23,E5,5,MORTGAGE,80000,1,n,wedding,8.4,0,0,26,7,0,9788,75.9,16,0,0,4029.33,3983.95,1215.25,2814.08,0,0,0,535.98,0,1,0,1
15000,15000,15000,36,6.03,456.54,A1,11,OWN,31200,1,n,wedding,14.54,0,0,,7,0,1064,8.1,15,0,0,16217.4,16217.4,15000,1217.4,0,0,0,1779.01,0,1,0,0
29000,29000,29000,36,7.51,902.22,A3,1,MORTGAGE,67000,1,n,home_improvement,5.03,0,0,50,8,0,7351,40.8,27,0,0,31647.51,31647.51,29000,2647.51,0,0,0,15425.12,0,1,0,0
20800,20800,20275,60,10.65,448.63,B2,5,MORTGAGE,41000,1,n,debt_consolidation,14.66,0,0,,7,0,14245,29.4,18,0,0,25395.71792,24753.95,20800,4595.72,0,0,0,11603.75,0,1,0,0
10000,10000,10000,36,14.27,343.09,C2,11,MORTGAGE,78000,1,n,debt_consolidation,4.52,0,2,,7,0,8268,79.5,8,0,0,7230.46,7230.46,4187.17,1633.12,0,1410.17,251.6454,343.09,0,1,0,1
3500,3500,3500,60,8.9,72.49,A5,n/a,RENT,55200,1,n,car,21.76,0,0,,7,0,44453,80,19,776.59,776.59,3532.3,3532.3,2723.41,808.89,0,0,0,72.49,0,1,0,0
3600,3600,3600,36,12.42,120.3,B4,6,RENT,45000,0,n,car,9.2,1,1,13,6,0,2812,54.1,27,0,0,4329.015126,4329.02,3600,729.02,0,0,0,126.08,0,1,0,0
15000,15000,15000,60,12.42,336.86,B4,5,RENT,41000,1,n,debt_consolidation,12.97,0,1,,9,0,4342,12,24,0,0,18746.99469,18746.99,15000,3746.99,0,0,0,8999.11,0,1,0,0
16000,16000,16000,60,15.27,382.92,C4,3,RENT,51000,1,n,debt_consolidation,9.84,0,3,,11,0,18515,54.3,30,0,0,16404.64,16404.64,16000,404.64,0,0,0,16026.16,0,1,0,0
30000,30000,30000,36,18.25,1088.34,D5,7,MORTGAGE,131000,1,n,debt_consolidation,9.11,0,1,25,7,0,100428,19.8,30,0,0,39152.40077,39152.4,30000,9152.4,0,0,0,28.77,0,1,0,0
13575,13575,13575,36,11.71,449.01,B3,2,RENT,60000,0,n,credit_card,7.68,0,0,,12,0,13588,64.7,14,0,0,8505.35,8505.35,6187.85,1883.89,0,433.61,4.44,449.01,0,1,0,1
10000,10000,10000,60,17.58,251.66,D4,4,OWN,70000,1,n,debt_consolidation,15.09,1,1,22,18,0,10732,40.3,50,0,0,11124.59,11124.59,10000,1124.59,0,0,0,157.61,0,1,0,0
35000,35000,34852.55228,60,22.06,967.86,F4,5,RENT,67000,1,n,debt_consolidation,21.55,0,0,,10,0,40746,99.6,22,9579.07,9544.82,47454.29,47222.72,25420.92,21984.98,48.39,0,0,967.86,0,1,0,0
20000,20000,19700,60,14.27,468.17,C2,2,OWN,57000,1,n,debt_consolidation,17.35,0,0,,6,0,29938,92.1,17,4830.88,4758.84,22887.68,22543.64,15169.12,7718.56,0,0,0,468.17,0,1,0,0
12500,12500,12500,36,6.03,380.45,A1,2,MORTGAGE,180000,1,n,other,6.33,0,1,,10,0,47357,11.5,23,0,0,13695.53172,13695.53,12500,1195.53,0,0,0,383.83,0,1,0,0
35000,35000,35000,60,12.42,786.01,B4,1,MORTGAGE,270000,1,n,debt_consolidation,6.78,0,0,,10,0,51892,60.4,26,8140.67,8140.67,38500.45,38500.45,26859.31,11641.14,0,0,0,786.01,0,1,0,0
5000,5000,5000,36,19.03,183.36,E2,11,RENT,102240,1,n,other,22.61,0,0,71,12,0,33464,98.7,21,0,0,6595.628046,6595.63,5000,1595.63,0,0,0,371.92,0,1,0,0
10000,10000,10000,36,14.27,343.09,C2,5,RENT,65000,1,n,debt_consolidation,15.58,1,0,12,8,0,4267,42.7,18,0,0,11154.93,11154.93,10000,1154.93,0,0,0,7728.97,0,1,0,0
3600,3600,3600,36,16.77,127.94,D2,2,RENT,47000,1,n,other,21.01,0,2,24,7,0,14299,92.9,13,0,0,4404.76,4404.76,3600,804.76,0,0,0,1855.81,0,1,0,0
10000,10000,10000,36,15.27,347.98,C4,0,RENT,30000,1,n,credit_card,10,0,1,,8,0,3987,68.7,12,0,0,4890.35,4890.35,2649.48,1818.99,0,421.88,4.17,479.95,0,1,0,1
5200,5200,5200,36,12.69,174.44,B5,11,MORTGAGE,55684,1,n,debt_consolidation,20.97,0,1,,5,0,22862,77.5,28,0,0,6226.46904,6226.47,5200,1026.47,0,0,0,1356.46,0,1,0,0
18000,18000,17900,60,19.91,475.99,E4,1,MORTGAGE,45000,1,n,debt_consolidation,19.2,2,2,3,10,0,10397,84.5,20,0,0,19982.4,19871.45,10641.2,9341.2,0,0,0,475.99,0,1,0,1
9600,9600,9600,36,7.9,300.39,A4,1,RENT,70560,0,n,credit_card,16.13,0,1,53,15,0,2304,22.6,34,0,0,10672.26,10672.26,9600,1072.26,0,0,0,2171.45,0,1,0,0
15000,15000,14825,60,17.27,374.97,D3,1,RENT,49000,1,n,debt_consolidation,21.62,1,1,18,11,0,3013,33.2,26,3813.63,3769.08,18356.07,18142.03,11186.37,7169.7,0,0,0,404.51,0,1,0,0
12000,12000,12000,36,12.42,400.99,B4,8,RENT,30000,0,n,debt_consolidation,20.28,0,0,,5,1,4995,32.2,7,0,0,14433.38132,14433.38,12000,2433.38,0,0,0,408.18,0,1,0,0
9400,9400,9400,60,10.65,202.75,B2,n/a,OWN,22887,1,n,home_improvement,18.93,0,0,,4,0,176,1.5,5,2148.74,2148.74,9883.16,9883.16,7251.26,2631.9,0,0,0,202.75,0,1,0,0
12000,12000,11750,60,13.49,276.06,C1,11,MORTGAGE,63919.2,0,n,wedding,8.43,0,0,,9,0,20534,77.5,16,0,0,15909.46912,15577.78,12000,3909.47,0,0,0,5449.16,0,1,0,0
6000,6000,6000,36,7.51,186.67,A3,3,MORTGAGE,38000,0,n,other,18.57,0,2,,9,0,336,2.5,18,0,0,6718.702328,6718.7,6000,718.7,0,0,0,194.43,0,1,0,0
10000,10000,10000,36,6.62,307.04,A2,11,RENT,45000,1,n,debt_consolidation,23.95,0,0,,9,0,9358,31.4,22,0,0,11052.90566,11052.91,10000,1052.91,0,0,0,4.8,0,1,0,0
3000,3000,3000,60,13.49,69.02,C1,3,OWN,28080,0,n,car,3.76,1,0,14,3,0,2914,12.6,16,0,0,3253.49,3253.49,3000,253.49,0,0,0,2373.78,0,1,0,0
29275,29275,29112.86625,60,21.67,803.07,F3,11,MORTGAGE,185000,1,n,home_improvement,4.35,2,0,13,8,0,298,3.4,28,0,0,43831.21395,43572.52,29275,14556.21,0,0,0,17362.88,0,1,0,0
35000,35000,33394.39489,60,12.42,786.01,B4,3,MORTGAGE,125000,1,n,debt_consolidation,10.3,0,0,,12,0,40362,50,35,0,0,34418.38,32009.08,20855.22,10567.24,0,2995.92,539.2656,786.01,0,1,0,1
15600,15600,15575,60,19.03,404.94,E2,5,MORTGAGE,80000,1,n,debt_consolidation,5.88,0,2,,8,1,6597,80.5,23,0,0,17007.48,16980.36,9270.5,7668.26,0,68.72,12.3696,404.94,0,1,0,1
10000,10000,10000,36,9.91,322.25,B1,n/a,RENT,21600,0,n,other,10.17,0,2,,14,0,8686,33.5,16,0,0,11544.32065,11544.32,10000,1544.32,0,0,0,2210.68,0,1,0,0
6000,6000,6000,36,9.91,193.35,B1,11,MORTGAGE,36000,1,n,debt_consolidation,10.9,0,0,37,14,0,2491,13.3,52,0,0,6959.299904,6959.3,6000,959.3,0,0,0,199.61,0,1,0,0
4725,4725,4725,60,12.42,106.12,B4,5,OWN,37500,1,n,small_business,25.66,1,2,15,10,0,7288,28,21,0,0,5469.8,5469.8,4725,744.8,0,0,0,3776.95,0,1,0,0
2000,2000,2000,36,10.65,65.15,B2,n/a,RENT,8400,1,n,credit_card,18.43,0,1,,9,0,2977,28.6,10,0,0,2359.719596,2359.72,2000,344.72,15,0,0,82.44,0,1,0,0
5400,5400,5400,36,6.03,164.36,A1,5,MORTGAGE,42000,1,n,debt_consolidation,17.34,0,0,,6,0,849,24.3,61,0,0,5639.86,5639.86,5400,239.86,0,0,0,4161.41,0,1,0,0
16000,16000,16000,60,18.25,408.48,D5,1,RENT,70000,1,n,medical,12.89,0,0,75,10,0,26702,84,23,0,0,7304.36,7304.36,2950.83,3584.06,20.37513053,749.1,7.13,27.32,0,1,0,1
2500,2500,2500,36,6.62,76.76,A2,2,MORTGAGE,36538.32,0,n,house,7.26,0,0,,7,0,4899,43,15,0,0,2727.700098,2727.7,2500,227.7,0,0,0,147.88,0,1,0,0
24800,24800,24572.12184,60,14.27,580.53,C2,7,RENT,95000,1,n,small_business,3.89,0,0,,3,0,1083,4.8,5,5983.68,5929.56,28391.13,28127.41,18816.33,9574.8,0,0,0,580.53,0,1,0,0
15000,15000,14950,36,7.9,469.36,A4,9,MORTGAGE,90000,1,n,other,9.95,0,2,26,12,0,8238,17.2,33,0,0,16165.77,16111.89,15000,1165.77,0,0,0,165.13,0,1,0,0
15750,15750,15750,36,6.62,483.59,A2,3,MORTGAGE,54000,1,n,medical,4.98,0,1,,7,0,859,2.7,26,0,0,17234.85,17234.85,15750,1484.85,0,0,0,5650.75,0,1,0,0
4800,4800,4800,36,8.9,152.42,A5,6,OWN,42000,0,n,debt_consolidation,6.74,0,1,,5,0,177,3.1,13,0,0,5485.97813,5485.98,4800,685.98,0,0,0,157.49,0,1,0,0
16000,16000,15500,36,7.9,500.65,A4,8,RENT,70000,1,n,debt_consolidation,15.79,0,0,,10,0,16760,31.4,20,0,0,18017.73415,17454.65,16000,2017.73,0,0,0,1508.7,0,1,0,0
24000,24000,23625,60,19.91,634.66,E4,11,MORTGAGE,62000,1,n,debt_consolidation,8.38,0,1,,4,0,11355,95.4,5,0,0,27799.63,27365.25,24000,3799.63,0,0,0,22736.19,0,1,0,0
15000,15000,15000,36,12.42,501.23,B4,2,RENT,180000,1,n,house,4.15,0,3,,11,0,18844,50.4,24,0,0,18041.77416,18041.77,15000.01,3041.76,0,0,0,510.6,0,1,0,0
28000,28000,27975,36,7.9,876.13,A4,2,RENT,65000,1,n,debt_consolidation,6.79,0,1,,20,0,21034,33.8,40,0,0,31504.42076,31476.3,28000,3504.42,0,0,0,3482.03,0,1,0,0
6000,6000,6000,36,7.9,187.75,A4,3,OWN,30000,1,n,debt_consolidation,5.84,0,0,27,5,0,876,10.4,9,0,0,6510.96,6510.96,6000,510.96,0,0,0,3697.81,0,1,0,0
8000,8000,8000,36,9.91,257.8,B1,6,RENT,32000,1,n,medical,3.23,0,0,,3,0,5746,61.1,4,0,0,9279.17738,9279.18,8000,1279.18,0,0,0,265.63,0,1,0,0
20000,20000,20000,36,14.27,686.18,C2,3,MORTGAGE,234000,1,n,wedding,2.2,2,1,21,6,0,4147,17.9,42,0,0,21776.07,21776.07,20000,1776.07,0,0,0,1862.84,0,1,0,0
3000,3000,3000,36,8.9,95.26,A5,11,MORTGAGE,60000,0,n,home_improvement,16.38,0,0,34,7,0,165,4.5,20,0,0,3409.493709,3409.49,3000,409.49,0,0,0,745.45,0,1,0,0
20000,20000,19900,60,20.3,533.23,E5,11,MORTGAGE,84000,1,n,credit_card,20.2,0,1,35,5,0,17731,95.3,26,0,0,9164.11,9118.22,1868.34,2907.15,0,4388.62,786.4128,533.23,0,1,0,1
16000,16000,16000,36,17.58,575.08,D4,3,RENT,50000,1,n,debt_consolidation,8.69,0,1,,8,0,1678,25.8,11,0,0,20695.30014,20695.3,16000,4695.3,0,0,0,593.42,0,1,0,0
2000,2000,2000,36,12.69,67.09,B5,n/a,RENT,24000,0,n,other,18.8,0,1,,7,1,12080,82.7,13,0,0,330.05,330.05,185.58,81.18,0,63.29,0.73,67.09,0,1,0,1
10000,10000,9975,36,6.62,307.04,A2,1,MORTGAGE,75000,1,n,small_business,26.61,0,0,,12,0,0,0,38,0,0,10574.13,10547.7,10000,574.13,0,0,0,5593.49,0,1,0,0
12000,12000,12000,60,12.69,271.14,B5,11,MORTGAGE,48000,0,n,debt_consolidation,14.43,0,5,,9,0,12186,30,29,0,0,12937.59,12937.59,11999.99,937.6,0,0,0,1164.36,0,1,0,0
35000,35000,33781.82987,60,19.91,925.54,E4,11,OWN,204000,1,n,house,15.36,0,3,,9,0,33359,92.2,19,9240.53,9194.26,45341.2,42598.52,25759.46,19581.74,0,0,0,925.54,0,1,0,0
35000,35000,35000,36,11.71,1157.66,B3,3,MORTGAGE,250000,1,n,small_business,4.13,0,2,52,4,0,4901,10.9,16,0,0,37777.17,37777.17,35000,2777.17,0,0,0,28531.89,0,1,0,0
25000,25000,24813.08002,60,22.35,695.46,F5,8,MORTGAGE,66362.04,1,n,debt_consolidation,15.32,1,0,21,10,0,34534,74.9,32,0,0,13908.18,13776.07,5499.29,8386.51,0,22.38,0,695.46,0,1,0,1
35000,35000,34872.56581,60,20.3,933.14,E5,5,RENT,82000,1,n,small_business,9.15,0,0,,4,0,1318,87.9,4,0,0,16609.73,16544.02,5758.76,9170.41,0,1680.56,16.35,956.54,0,1,0,1
17100,17100,16850,60,14.27,400.29,C2,3,MORTGAGE,94000,1,n,credit_card,15.03,0,0,,15,0,26167,64.2,41,4130.83,4070.79,19578.16,19291.3,12969.17,6608.99,0,0,0,400.29,0,1,0,0
20000,20000,19975,60,11.71,441.97,B3,1,RENT,179000,1,n,credit_card,16.4,0,0,,13,0,40983,67.2,35,0,0,25909.03964,25876.66,20000,5909.04,0,0,0,7374.11,0,1,0,0
12000,12000,12000,60,17.27,299.98,D3,5,MORTGAGE,65000,1,n,debt_consolidation,13.79,0,3,,9,1,11137,57,19,0,0,16715.49412,16715.49,12000,4715.49,0,0,0,6855.85,0,1,0,0
10000,10000,10000,36,6.03,304.36,A1,2,MORTGAGE,40000,1,n,debt_consolidation,8.88,0,0,,15,0,1063,8.4,37,0,0,10858.13,10858.13,10000,858.13,0,0,0,3557.52,0,1,0,0
20000,20000,19850,60,11.71,441.97,B3,6,MORTGAGE,48000,1,n,home_improvement,11.8,0,0,,10,0,4249,24.8,17,0,0,25781.85132,25588.5,20000,5781.85,0,0,0,3416.05,0,1,0,0
4500,4500,4500,36,11.71,148.85,B3,4,RENT,48000,1,n,debt_consolidation,6.35,0,2,,5,0,4404,23.2,7,0,0,5123.25,5123.25,4500,623.25,0,0,0,2604.76,0,1,0,0
3200,3200,3200,36,11.71,105.85,B3,11,MORTGAGE,81100,1,n,debt_consolidation,19.5,0,0,57,10,0,10836,75.2,37,0,0,3808.06631,3808.07,3200,608.07,0,0,0,114.66,0,1,0,0
14000,14000,14000,36,7.9,438.07,A4,9,RENT,37947,1,n,credit_card,21.69,0,0,,12,0,13579,67.2,25,0,0,15768.96826,15768.97,14000,1768.97,0,0,0,445.62,0,1,0,0
21000,21000,21000,60,21.67,576.07,F3,3,MORTGAGE,120000,1,n,debt_consolidation,11.86,0,3,32,10,0,35152,85.7,41,0,0,32138.27102,32138.27,21000,11138.27,0,0,0,11454.35,0,1,0,0
20000,20000,20000,36,11.71,661.52,B3,1,RENT,70000,1,n,debt_consolidation,14.52,0,1,,9,0,11717,59.2,25,0,0,23808.60932,23808.61,20000,3808.61,0,0,0,686.19,0,1,0,0
20000,20000,19600,60,13.49,460.1,C1,11,OWN,300000,1,n,debt_consolidation,9.07,1,0,12,6,0,96758,53.9,19,0,0,25032.3,24531.46,20000,5032.3,0,0,0,13112.58,0,1,0,0
10800,10800,10800,36,12.42,360.89,B4,4,MORTGAGE,86000,1,n,debt_consolidation,11.41,1,1,22,14,0,6321,32.2,29,0,0,12827.63311,12827.63,10800,2027.63,0,0,0,3455.56,0,1,0,0
15875,15875,15650,60,17.58,399.51,D4,3,RENT,32400,1,n,small_business,22.74,0,3,,6,0,4296,87.7,16,0,0,5967.85,5883.16,2359.06,2833.14,0,775.65,7.27,29.55,0,1,0,1
14500,14500,14500,36,7.9,453.71,A4,5,RENT,162000,1,n,debt_consolidation,4.8,0,1,,5,0,0,0,14,0,0,14867.97,14867.97,14500,367.97,0,0,0,13508.63,0,1,0,0
15000,15000,15000,36,11.71,496.14,B3,4,MORTGAGE,53808,1,n,debt_consolidation,18.84,0,0,,6,0,11313,61.5,20,0,0,17858.89292,17858.89,15000,2858.89,0,0,0,504.79,0,1,0,0
15000,15000,15000,36,14.27,514.64,C2,11,MORTGAGE,67200,1,n,small_business,11.11,0,0,,2,1,0,0,13,0,0,18259.30544,18259.31,15000,3259.31,0,0,0,4894.33,0,1,0,0
16000,16000,16000,60,12.69,361.52,B5,11,RENT,70000,0,n,credit_card,20.16,0,1,,14,0,27448,27.7,42,0,0,21479.95,21479.95,16000,5479.95,0,0,0,4126.99,0,1,0,0
12000,12000,12000,36,9.91,386.7,B1,7,MORTGAGE,47500,1,n,debt_consolidation,14.15,0,1,,7,0,12826,46.6,13,0,0,13643.63,13643.63,12000,1643.63,0,0,0,5533.17,0,1,0,0
4000,4000,4000,36,6.62,122.82,A2,5,MORTGAGE,190000,1,n,other,21.08,0,0,,20,0,26489,54.8,58,0,0,4182.27,4182.27,4000,182.27,0,0,0,1285.47,0,1,0,0
28000,28000,27997.56577,60,20.3,746.52,E5,11,RENT,55000,1,n,debt_consolidation,12.76,0,0,25,4,0,17982,39.3,30,7449.81,7449.81,36546.69,36540.03,20550.19,15996.5,0,0,0,746.52,0,1,0,0
3500,3500,3500,36,6.03,106.53,A1,7,MORTGAGE,37980,1,n,major_purchase,4.96,0,0,,6,0,10491,23.1,11,0,0,3834.627027,3834.63,3500,334.63,0,0,0,2.46,0,1,0,0
12000,12000,12000,36,6.62,368.45,A2,0,RENT,38000,1,n,debt_consolidation,13.99,0,1,,6,0,12599,70.8,21,0,0,13261.44212,13261.44,12000,1261.44,0,0,0,387.02,0,1,0,0
6800,6800,6800,36,9.91,219.13,B1,4,RENT,53000,1,n,major_purchase,2.99,0,2,,3,0,220,3.4,10,0,0,7706.03,7706.03,6800,906.03,0,0,0,3111.49,0,1,0,0
35000,35000,33736.0392,60,19.42,916.03,E3,11,MORTGAGE,110000,1,n,small_business,11.15,1,3,18,6,0,10896,80.1,23,9172.41,9165.81,44864.68,41908,25827.58,19037.1,0,0,0,916.03,0,1,0,0
10925,10925,10925,36,12.69,366.48,B5,4,MORTGAGE,96000,1,n,debt_consolidation,20.96,1,0,12,13,0,31447,83.6,31,0,0,13054.18957,13054.19,10925,2129.19,0,0,0,3179.21,0,1,0,0
